	1.1	real	3.35	user	0.07	sys
	0.72	real	1.75	user	0.04	sys
	1.32	real	4.28	user	0.06	sys
	4.82	real	17.08	user	0.17	sys
	0.96	real	3.02	user	0.06	sys
	0.59	real	1.58	user	0.04	sys
	0.44	real	0.96	user	0.03	sys
	0.81	real	2.31	user	0.04	sys
	0.66	real	1.75	user	0.04	sys
	0.87	real	2.55	user	0.05	sys
	0.9	real	2.88	user	0.05	sys
	2.54	real	8.9	user	0.1	sys
	0.7	real	1.88	user	0.04	sys
	1.94	real	6	user	0.07	sys
	0.93	real	2.89	user	0.06	sys
	1.06	real	3.19	user	0.06	sys
	1.06	real	3.2	user	0.05	sys
	1.28	real	4.17	user	0.07	sys
	3.08	real	10.88	user	0.1	sys
	6.04	real	22.35	user	0.18	sys
	1.01	real	3.11	user	0.05	sys
	1.1	real	3.32	user	0.05	sys
	2.5	real	8.46	user	0.08	sys
	1.02	real	3.1	user	0.06	sys
	1.45	real	4.85	user	0.08	sys
	1.96	real	6.53	user	0.07	sys
	0.8	real	2.37	user	0.05	sys
	1.04	real	3.14	user	0.05	sys
	2.43	real	8.39	user	0.09	sys
	0.53	real	1.42	user	0.04	sys
	1.16	real	3.63	user	0.05	sys
	2.69	real	8.78	user	0.09	sys
	0.89	real	2.74	user	0.05	sys
	2.58	real	9.31	user	0.15	sys
	1.03	real	3.11	user	0.05	sys
	0.54	real	1.34	user	0.04	sys
	2.72	real	9.35	user	0.12	sys
	1.69	real	5.99	user	0.08	sys
	1.79	real	6.37	user	0.09	sys
	3.3	real	11.72	user	0.1	sys
	1.88	real	6.84	user	0.09	sys
	0.64	real	1.68	user	0.04	sys
	0.76	real	2.11	user	0.05	sys
	1.28	real	4.07	user	0.06	sys
	1.47	real	4.88	user	0.08	sys
	3.38	real	12.33	user	0.12	sys
	1.49	real	4.66	user	0.07	sys
	0.66	real	1.68	user	0.04	sys
	2.49	real	8.66	user	0.08	sys
	0.64	real	1.68	user	0.04	sys
	3.07	real	10.33	user	0.15	sys
	2.11	real	7.1	user	0.09	sys
	0.83	real	2.38	user	0.05	sys
	0.54	real	1.32	user	0.03	sys
	9.35	real	34.75	user	0.21	sys
	4.34	real	16.06	user	0.18	sys
	0.69	real	1.89	user	0.04	sys
	1.2	real	3.74	user	0.05	sys
	2.1	real	7.26	user	0.07	sys
	0.58	real	1.47	user	0.04	sys
	2.25	real	8.23	user	0.1	sys
	0.48	real	1.06	user	0.03	sys
	0.73	real	2.19	user	0.05	sys
	1.13	real	3.54	user	0.06	sys
	0.89	real	2.64	user	0.05	sys
	1.23	real	3.79	user	0.06	sys
	1.18	real	3.72	user	0.06	sys
	0.7	real	1.62	user	0.04	sys
	0.34	real	0.58	user	0.03	sys
	1.91	real	6.84	user	0.07	sys
	0.81	real	2.3	user	0.04	sys
	6.99	real	25.53	user	0.17	sys
	0.75	real	2.03	user	0.05	sys
	2.27	real	7.63	user	0.09	sys
	1.31	real	3.96	user	0.06	sys
	1.7	real	5.77	user	0.07	sys
	8.48	real	31.27	user	0.21	sys
	0.86	real	2.44	user	0.05	sys
	2.19	real	7.6	user	0.08	sys
	0.8	real	2.32	user	0.05	sys
	1.77	real	6.17	user	0.08	sys
	1.78	real	5.98	user	0.08	sys
	2.51	real	9.15	user	0.11	sys
	1.22	real	3.83	user	0.05	sys
	2.07	real	6.94	user	0.09	sys
	3.69	real	13.24	user	0.12	sys
	1.86	real	6.51	user	0.08	sys
	0.91	real	2.58	user	0.06	sys
	3.13	real	11.61	user	0.13	sys
	3.76	real	13.94	user	0.12	sys
	0.75	real	2.12	user	0.04	sys
	1.58	real	5.41	user	0.07	sys
	3.51	real	12.55	user	0.14	sys
	1.16	real	3.62	user	0.06	sys
	1.09	real	3.27	user	0.06	sys
	22.9	real	87.03	user	0.44	sys
	0.82	real	2.5	user	0.06	sys
	1.23	real	3.89	user	0.06	sys
	0.62	real	1.62	user	0.04	sys
	1.03	real	3.16	user	0.06	sys
	1.9794		6.7707			
