	5.06	real	17.99	user	0.15	sys
	2.86	real	9.93	user	0.1	sys
	9.09	real	32.88	user	0.22	sys
	15.06	real	56.61	user	0.35	sys
	4.58	real	16.24	user	0.14	sys
	1.8	real	5.95	user	0.07	sys
	1.56	real	5.14	user	0.07	sys
	1.56	real	5.08	user	0.07	sys
	9.11	real	33.82	user	0.22	sys
	3.16	real	11.02	user	0.11	sys
	2.94	real	10.19	user	0.1	sys
	4.01	real	14.09	user	0.13	sys
	2.33	real	7.58	user	0.09	sys
	4.3	real	15.39	user	0.14	sys
	1.2	real	3.69	user	0.06	sys
	4.04	real	14.25	user	0.13	sys
	3.58	real	12.03	user	0.13	sys
	3.6	real	11.21	user	0.15	sys
	1.94	real	6.45	user	0.08	sys
	2.06	real	7.15	user	0.08	sys
	2.69	real	9.3	user	0.11	sys
	3.11	real	10.85	user	0.11	sys
	5.81	real	20.69	user	0.16	sys
	4.44	real	15.78	user	0.15	sys
	7.52	real	27.69	user	0.2	sys
	11.77	real	43.55	user	0.27	sys
	2.4	real	7.77	user	0.1	sys
	2.86	real	9.9	user	0.1	sys
	3.33	real	11.31	user	0.11	sys
	5.37	real	18.32	user	0.16	sys
	5.98	real	21.52	user	0.18	sys
	4.8	real	16.96	user	0.15	sys
	3.74	real	13.43	user	0.13	sys
	8.54	real	31.64	user	0.24	sys
	3.27	real	7.39	user	0.13	sys
	7.18	real	26.3	user	0.19	sys
	4.14	real	14.54	user	0.14	sys
	5.23	real	19.05	user	0.16	sys
	2.83	real	9.77	user	0.1	sys
	1.19	real	3.69	user	0.06	sys
	2.62	real	8.96	user	0.1	sys
	2.34	real	7.96	user	0.1	sys
	5.09	real	18.09	user	0.15	sys
	8.81	real	32.56	user	0.24	sys
	11.86	real	43.99	user	0.28	sys
	2.63	real	9.01	user	0.11	sys
	6.2	real	22.6	user	0.18	sys
	3.89	real	13.51	user	0.14	sys
	9.55	real	35.61	user	0.25	sys
	4.12	real	14.73	user	0.13	sys
	6.04	real	20.91	user	0.18	sys
	4.35	real	15.48	user	0.13	sys
	2.83	real	9.39	user	0.11	sys
	4.09	real	14.39	user	0.14	sys
	5.74	real	20.7	user	0.16	sys
	5.54	real	20.1	user	0.18	sys
	4.33	real	15.19	user	0.14	sys
	6.09	real	22.06	user	0.18	sys
	3.51	real	12	user	0.11	sys
	7.01	real	25.12	user	0.19	sys
	2.39	real	8.14	user	0.09	sys
	6.86	real	24.8	user	0.2	sys
	7.12	real	26.04	user	0.18	sys
	1.95	real	6.5	user	0.08	sys
	7.13	real	26.06	user	0.19	sys
	2.42	real	7.9	user	0.09	sys
	5.76	real	20.14	user	0.17	sys
	13.34	real	50.08	user	0.31	sys
	2.13	real	7.12	user	0.09	sys
	2.79	real	9.75	user	0.12	sys
	2.39	real	8.09	user	0.09	sys
	3.28	real	11.88	user	0.12	sys
	1.75	real	5.79	user	0.08	sys
	4.81	real	17.41	user	0.23	sys
	0.71	real	1.91	user	0.04	sys
	7.49	real	26.87	user	0.21	sys
	2.49	real	8.44	user	0.09	sys
	3.9	real	13.55	user	0.13	sys
	2.12	real	7.06	user	0.08	sys
	7.17	real	25.97	user	0.2	sys
	5.9	real	21.64	user	0.17	sys
	0.67	real	1.84	user	0.04	sys
	2.49	real	8.35	user	0.1	sys
	2.76	real	9.52	user	0.11	sys
	6.81	real	24.13	user	0.19	sys
	4.61	real	16.65	user	0.15	sys
	9.19	real	34.02	user	0.22	sys
	4.84	real	17.27	user	0.16	sys
	9.37	real	34.57	user	0.24	sys
	6.04	real	21.85	user	0.19	sys
	6.17	real	22.47	user	0.17	sys
	1.17	real	3.48	user	0.05	sys
	2.97	real	10.36	user	0.12	sys
	4.31	real	15.4	user	0.15	sys
	8.01	real	29.33	user	0.2	sys
	6.54	real	23.39	user	0.18	sys
	5.76	real	20.31	user	0.17	sys
	4.7658762887		16.9750515464			
