       12.73 real        25.00 user         0.14 sys
       11.63 real        22.99 user         0.15 sys
        1.81 real         3.36 user         0.04 sys
        1.14 real         2.04 user         0.03 sys
        1.78 real         3.31 user         0.03 sys
       12.37 real        24.35 user         0.14 sys
        1.73 real         3.19 user         0.04 sys
        2.19 real         4.12 user         0.04 sys
        1.01 real         1.76 user         0.03 sys
        2.19 real         4.09 user         0.04 sys
        1.77 real         3.24 user         0.03 sys
        0.81 real         1.39 user         0.02 sys
        3.42 real         6.73 user         0.06 sys
        9.17 real        17.74 user         0.11 sys
        1.75 real         3.26 user         0.04 sys
        3.96 real         7.63 user         0.06 sys
        2.62 real         5.11 user         0.06 sys
        0.54 real         0.85 user         0.01 sys
        2.97 real         5.63 user         0.06 sys
        8.01 real        15.79 user         0.12 sys
        2.93 real         5.56 user         0.05 sys
        2.33 real         4.44 user         0.04 sys
        0.57 real         0.91 user         0.02 sys
        4.34 real         8.38 user         0.06 sys
        4.72 real         9.23 user         0.10 sys
        1.20 real         2.16 user         0.03 sys
        3.48 real         6.67 user         0.06 sys
        1.74 real         3.39 user         0.04 sys
        0.63 real         1.02 user         0.02 sys
        3.19 real         6.19 user         0.05 sys
        1.17 real         2.09 user         0.03 sys
        2.21 real         4.32 user         0.04 sys
        2.04 real         3.82 user         0.04 sys
        1.48 real         2.69 user         0.03 sys
        2.14 real         3.96 user         0.05 sys
        5.77 real        11.22 user         0.09 sys
        0.44 real         0.66 user         0.02 sys
        3.93 real         7.69 user         0.07 sys
        6.07 real        11.73 user         0.09 sys
        6.43 real        12.64 user         0.09 sys
        1.74 real         3.19 user         0.04 sys
        6.12 real        11.83 user         0.08 sys
        1.23 real         2.19 user         0.03 sys
        1.85 real         3.51 user         0.04 sys
        2.69 real         5.20 user         0.05 sys
        3.18 real         6.23 user         0.06 sys
        1.75 real         3.24 user         0.04 sys
        2.06 real         3.92 user         0.05 sys
        4.47 real         8.59 user         0.07 sys
        6.03 real        11.74 user         0.08 sys
        1.33 real         2.41 user         0.03 sys
        2.64 real         5.16 user         0.05 sys
        5.66 real        11.01 user         0.11 sys
        1.94 real         3.65 user         0.04 sys
        0.61 real         1.00 user         0.02 sys
        2.36 real         4.13 user         0.04 sys
        2.13 real         4.01 user         0.04 sys
        0.74 real         1.26 user         0.02 sys
        2.59 real         5.04 user         0.05 sys
        1.34 real         2.42 user         0.03 sys
        2.29 real         4.32 user         0.05 sys
        2.14 real         4.05 user         0.04 sys
        0.83 real         1.40 user         0.02 sys
        3.00 real         5.71 user         0.06 sys
        1.99 real         3.69 user         0.04 sys
        6.65 real        13.06 user         0.10 sys
        6.59 real        12.88 user         0.10 sys
        0.51 real         0.78 user         0.02 sys
        0.80 real         1.36 user         0.02 sys
        2.31 real         4.31 user         0.04 sys
        2.12 real         4.02 user         0.04 sys
        4.79 real         9.21 user         0.08 sys
        3.71 real         7.30 user         0.07 sys
        0.92 real         1.60 user         0.02 sys
        2.92 real         5.75 user         0.06 sys
        6.35 real        12.51 user         0.11 sys
        2.12 real         3.98 user         0.04 sys
        3.60 real         6.80 user         0.06 sys
        2.23 real         4.22 user         0.04 sys
        4.54 real         8.79 user         0.07 sys
        3.85 real         7.53 user         0.07 sys
        1.30 real         2.35 user         0.03 sys
        1.48 real         2.71 user         0.04 sys
        1.47 real         2.71 user         0.03 sys
        2.23 real         4.24 user         0.04 sys
        0.72 real         1.22 user         0.02 sys
        6.84 real        13.20 user         0.09 sys
        3.21 real         6.06 user         0.05 sys
        1.68 real         3.26 user         0.04 sys
        5.13 real        10.03 user         0.09 sys
        1.03 real         1.82 user         0.03 sys
        2.31 real         4.33 user         0.05 sys
        2.32 real         4.47 user         0.06 sys
        1.09 real         1.95 user         0.03 sys
        1.47 real         2.69 user         0.03 sys
        2.21 real         4.17 user         0.04 sys
        0.93 real         1.64 user         0.02 sys
        4.08 real         7.85 user         0.06 sys
        2.01 real         3.79 user         0.04 sys
        4.88 real         9.58 user         0.08 sys
