        6.97 real         6.95 user         0.05 sys
       22.05 real        22.01 user         0.13 sys
        0.64 real         0.63 user         0.01 sys
        8.00 real         7.97 user         0.06 sys
        6.46 real         6.44 user         0.05 sys
       10.24 real        10.21 user         0.07 sys
        2.71 real         2.69 user         0.03 sys
        6.51 real         6.48 user         0.05 sys
        7.41 real         7.38 user         0.05 sys
        1.87 real         1.86 user         0.02 sys
       16.70 real        16.65 user         0.11 sys
        6.78 real         6.74 user         0.06 sys
       29.01 real        28.97 user         0.16 sys
        4.76 real         4.74 user         0.04 sys
       11.34 real        11.31 user         0.07 sys
        9.46 real         9.44 user         0.05 sys
       12.85 real        12.81 user         0.09 sys
        7.57 real         7.55 user         0.05 sys
       10.45 real        10.42 user         0.07 sys
        7.08 real         7.05 user         0.05 sys
        4.07 real         4.05 user         0.04 sys
       14.31 real        14.28 user         0.09 sys
        3.59 real         3.57 user         0.03 sys
        4.16 real         4.14 user         0.04 sys
        3.96 real         3.94 user         0.03 sys
        3.06 real         3.05 user         0.03 sys
        1.85 real         1.84 user         0.02 sys
       10.80 real        10.77 user         0.07 sys
        6.17 real         6.14 user         0.05 sys
        3.21 real         3.19 user         0.03 sys
        6.81 real         6.79 user         0.05 sys
        2.42 real         2.40 user         0.02 sys
       11.91 real        11.89 user         0.08 sys
        6.82 real         6.80 user         0.05 sys
       11.09 real        11.04 user         0.09 sys
       11.99 real        11.96 user         0.08 sys
        4.50 real         4.47 user         0.04 sys
        8.08 real         8.05 user         0.06 sys
       10.41 real        10.39 user         0.06 sys
        4.49 real         4.47 user         0.04 sys
        5.64 real         5.62 user         0.04 sys
        2.59 real         2.57 user         0.03 sys
        3.65 real         3.63 user         0.03 sys
        3.24 real         3.22 user         0.03 sys
       17.01 real        16.95 user         0.12 sys
        6.10 real         6.08 user         0.05 sys
        6.63 real         6.60 user         0.05 sys
        8.83 real         8.81 user         0.06 sys
        5.71 real         5.68 user         0.04 sys
        0.72 real         0.71 user         0.01 sys
       14.29 real        14.26 user         0.09 sys
        4.72 real         4.69 user         0.04 sys
       11.15 real        11.11 user         0.08 sys
       10.72 real        10.68 user         0.08 sys
        3.61 real         3.59 user         0.03 sys
        2.97 real         2.95 user         0.03 sys
        1.95 real         1.93 user         0.02 sys
        6.84 real         6.82 user         0.05 sys
        0.71 real         0.69 user         0.01 sys
        7.41 real         7.38 user         0.06 sys
       14.20 real        14.16 user         0.09 sys
        3.69 real         3.67 user         0.03 sys
       18.68 real        18.63 user         0.12 sys
        0.79 real         0.78 user         0.01 sys
       20.16 real        20.12 user         0.12 sys
        8.32 real         8.29 user         0.06 sys
        8.21 real         8.18 user         0.06 sys
        3.46 real         3.44 user         0.03 sys
        2.93 real         2.91 user         0.03 sys
       19.58 real        19.53 user         0.12 sys
        4.74 real         4.70 user         0.05 sys
       11.46 real        11.43 user         0.07 sys
       12.34 real        12.29 user         0.10 sys
       15.56 real        15.52 user         0.10 sys
        5.20 real         5.17 user         0.05 sys
        1.88 real         1.86 user         0.02 sys
       12.75 real        12.71 user         0.09 sys
        3.35 real         3.33 user         0.03 sys
        1.55 real         1.53 user         0.02 sys
        1.53 real         1.52 user         0.01 sys
        4.03 real         4.01 user         0.04 sys
        3.20 real         3.18 user         0.03 sys
       13.02 real        12.99 user         0.08 sys
        4.70 real         4.69 user         0.03 sys
        9.28 real         9.23 user         0.08 sys
        4.04 real         4.02 user         0.03 sys
        1.23 real         1.21 user         0.02 sys
        5.21 real         5.20 user         0.04 sys
        3.42 real         3.40 user         0.03 sys
        6.32 real         6.30 user         0.05 sys
       16.90 real        16.88 user         0.09 sys
        5.85 real         5.81 user         0.05 sys
        6.79 real         6.76 user         0.05 sys
        3.89 real         3.87 user         0.03 sys
        4.12 real         4.09 user         0.04 sys
        0.42 real         0.41 user         0.01 sys
       21.48 real        21.44 user         0.12 sys
        9.06 real         9.04 user         0.06 sys
       15.66 real        15.62 user         0.10 sys
        6.59 real         6.57 user         0.05 sys
