	5.27	real	5.25	user	0.04	sys
	0.9	real	0.88	user	0.01	sys
	1.28	real	1.26	user	0.02	sys
	1.72	real	1.69	user	0.03	sys
	2.5	real	2.48	user	0.03	sys
	3.26	real	3.24	user	0.03	sys
	8.33	real	8.29	user	0.06	sys
	6.89	real	6.85	user	0.06	sys
	14.07	real	14.02	user	0.09	sys
	7.64	real	7.23	user	0.11	sys
	2.77	real	2.74	user	0.03	sys
	1.39	real	1.37	user	0.02	sys
	2.87	real	2.85	user	0.03	sys
	1.82	real	1.8	user	0.02	sys
	4.83	real	4.79	user	0.05	sys
	1.62	real	1.6	user	0.02	sys
	2.89	real	2.86	user	0.03	sys
	2.73	real	2.71	user	0.02	sys
	5.88	real	5.85	user	0.05	sys
	4.61	real	4.59	user	0.04	sys
	1.83	real	1.81	user	0.02	sys
	0.54	real	0.53	user	0.01	sys
	1.97	real	1.95	user	0.02	sys
	1.66	real	1.64	user	0.02	sys
	4.97	real	4.94	user	0.05	sys
	4.75	real	4.72	user	0.05	sys
	10.9	real	10.85	user	0.09	sys
	6.4	real	6.36	user	0.05	sys
	5.16	real	5.1	user	0.07	sys
	1.43	real	1.41	user	0.02	sys
	2.99	real	2.96	user	0.04	sys
	4.79	real	4.75	user	0.04	sys
	4.35	real	4.33	user	0.03	sys
	1.54	real	1.52	user	0.02	sys
	1.6	real	1.58	user	0.02	sys
	5.22	real	5.19	user	0.04	sys
	0.46	real	0.45	user	0.01	sys
	4.96	real	4.93	user	0.04	sys
	3.99	real	3.96	user	0.04	sys
	7.13	real	7.1	user	0.05	sys
	0.79	real	0.77	user	0.01	sys
	0.84	real	0.82	user	0.01	sys
	4.56	real	4.54	user	0.03	sys
	4.46	real	4.43	user	0.04	sys
	7.53	real	7.5	user	0.06	sys
	6.61	real	6.58	user	0.05	sys
	5.76	real	5.7	user	0.07	sys
	5.31	real	5.29	user	0.04	sys
	2.92	real	2.89	user	0.03	sys
	1.82	real	1.8	user	0.02	sys
	14.91	real	14.85	user	0.11	sys
	6.61	real	6.57	user	0.06	sys
	3.93	real	3.9	user	0.04	sys
	1	real	0.99	user	0.02	sys
	1.51	real	1.49	user	0.02	sys
	11.33	real	11.28	user	0.08	sys
	2.32	real	2.3	user	0.02	sys
	5.16	real	5.13	user	0.04	sys
	5.44	real	5.41	user	0.04	sys
	3.15	real	3.13	user	0.03	sys
	1.83	real	1.8	user	0.03	sys
	3.05	real	3.03	user	0.02	sys
	4.92	real	4.89	user	0.04	sys
	3.61	real	3.59	user	0.03	sys
	4.14	real	4.12	user	0.04	sys
	4.98	real	4.96	user	0.04	sys
	11.32	real	11.28	user	0.08	sys
	3.77	real	3.74	user	0.04	sys
	3.85	real	3.82	user	0.04	sys
	6.62	real	6.59	user	0.05	sys
	2.42	real	2.4	user	0.03	sys
	5.43	real	5.4	user	0.04	sys
	2.97	real	2.94	user	0.03	sys
	0.77	real	0.75	user	0.01	sys
	2.11	real	2.09	user	0.02	sys
	2.26	real	2.24	user	0.02	sys
	3.31	real	3.29	user	0.03	sys
	2.58	real	2.55	user	0.03	sys
	6.63	real	6.59	user	0.06	sys
	3.58	real	3.55	user	0.04	sys
	4.66	real	4.64	user	0.03	sys
	5.07	real	5.04	user	0.04	sys
	3.62	real	3.59	user	0.04	sys
	5.59	real	5.55	user	0.06	sys
	7.04	real	7.01	user	0.05	sys
	3.6	real	3.57	user	0.04	sys
	3.93	real	3.91	user	0.04	sys
	12.94	real	12.9	user	0.08	sys
	2.43	real	2.4	user	0.03	sys
	3.04	real	3.01	user	0.04	sys
	8.56	real	8.5	user	0.08	sys
	2.13	real	2.11	user	0.02	sys
	1.31	real	1.29	user	0.02	sys
	6.02	real	5.99	user	0.05	sys
	5.09	real	5.06	user	0.04	sys
	1.36	real	1.34	user	0.02	sys
	1.42	real	1.4	user	0.02	sys
	24.13	real	24.09	user	0.12	sys
	3.29	real	3.26	user	0.04	sys
	3.05	real	3.03	user	0.03	sys
	4.443		4.4111			
