	4.73	real	4.7	user	0.05	sys
	1.81	real	1.79	user	0.02	sys
	1.22	real	1.2	user	0.02	sys
	1.42	real	1.4	user	0.02	sys
	2.07	real	2.04	user	0.03	sys
	8.62	real	8.56	user	0.08	sys
	1.89	real	1.87	user	0.02	sys
	4.08	real	4.05	user	0.04	sys
	3.58	real	3.55	user	0.04	sys
	2.13	real	2.11	user	0.02	sys
	1.5	real	1.48	user	0.02	sys
	11.35	real	11.3	user	0.09	sys
	2.37	real	2.36	user	0.02	sys
	1.53	real	1.51	user	0.03	sys
	1.43	real	1.41	user	0.02	sys
	5.03	real	5	user	0.04	sys
	1.69	real	1.66	user	0.02	sys
	0.71	real	0.7	user	0.01	sys
	7.78	real	7.75	user	0.06	sys
	3.23	real	3.21	user	0.03	sys
	1.66	real	1.64	user	0.02	sys
	3.15	real	3.12	user	0.03	sys
	74.64	real	74.6	user	0.31	sys
	2.45	real	2.43	user	0.03	sys
	1.45	real	1.43	user	0.02	sys
	2.65	real	2.63	user	0.02	sys
	1.62	real	1.6	user	0.02	sys
	3.04	real	3.01	user	0.03	sys
	3.99	real	3.96	user	0.04	sys
	8.86	real	8.83	user	0.07	sys
	1.49	real	1.47	user	0.02	sys
	2.63	real	2.6	user	0.03	sys
	2.82	real	2.8	user	0.03	sys
	3.4	real	3.37	user	0.03	sys
	3.1	real	3.07	user	0.04	sys
	6.16	real	6.12	user	0.05	sys
	1.72	real	1.69	user	0.02	sys
	4.15	real	4.11	user	0.05	sys
	2.11	real	2.09	user	0.02	sys
	5.34	real	5.3	user	0.06	sys
	6.19	real	6.15	user	0.06	sys
	1.09	real	1.07	user	0.02	sys
	0.68	real	0.66	user	0.01	sys
	2.65	real	2.62	user	0.03	sys
	1.81	real	1.79	user	0.02	sys
	1.05	real	1.03	user	0.02	sys
	4.29	real	4.26	user	0.05	sys
	2.03	real	2.01	user	0.02	sys
	6.04	real	6.01	user	0.04	sys
	1.71	real	1.68	user	0.02	sys
	3.41	real	3.39	user	0.04	sys
	2.19	real	2.17	user	0.03	sys
	1.93	real	1.91	user	0.02	sys
	0.66	real	0.64	user	0.01	sys
	12.67	real	12.61	user	0.1	sys
	2.5	real	2.48	user	0.03	sys
	4.46	real	4.43	user	0.04	sys
	3	real	2.97	user	0.04	sys
	3.93	real	3.88	user	0.05	sys
	1.14	real	1.12	user	0.02	sys
	2.97	real	2.94	user	0.03	sys
	3.28	real	3.26	user	0.03	sys
	5.01	real	4.96	user	0.06	sys
	0.57	real	0.56	user	0.01	sys
	0.77	real	0.76	user	0.01	sys
	5.33	real	5.3	user	0.04	sys
	11.96	real	11.9	user	0.09	sys
	1.26	real	1.24	user	0.02	sys
	4.85	real	4.82	user	0.04	sys
	1.37	real	1.36	user	0.02	sys
	2.72	real	2.7	user	0.02	sys
	3.23	real	3.2	user	0.04	sys
	2.33	real	2.31	user	0.03	sys
	1.47	real	1.45	user	0.02	sys
	4.93	real	4.91	user	0.03	sys
	0.93	real	0.91	user	0.01	sys
	3.48	real	3.44	user	0.05	sys
	5.9	real	5.85	user	0.06	sys
	2.78	real	2.75	user	0.03	sys
	2.37	real	2.35	user	0.02	sys
	3.96	real	3.93	user	0.04	sys
	3.56	real	3.54	user	0.03	sys
	1.5	real	1.48	user	0.02	sys
	3.23	real	3.2	user	0.04	sys
	1.55	real	1.53	user	0.02	sys
	2.13	real	2.11	user	0.02	sys
	1.55	real	1.53	user	0.02	sys
	1.4	real	1.38	user	0.02	sys
	2.3	real	2.29	user	0.02	sys
	2.41	real	2.39	user	0.03	sys
	2.55	real	2.52	user	0.03	sys
	14.31	real	14.27	user	0.1	sys
	3.59	real	3.53	user	0.05	sys
	8.71	real	8.65	user	0.07	sys
	8.03	real	7.99	user	0.06	sys
	1.11	real	1.09	user	0.02	sys
	3.56	real	3.52	user	0.04	sys
	2.63	real	2.6	user	0.04	sys
	0.53	real	0.52	user	0.01	sys
	5.89	real	5.85	user	0.05	sys
	4.1004		4.0729			
