Generation	17	best	fitness	is	100000
Generation	53	best	fitness	is	100000
Generation	33	best	fitness	is	100000
Generation	75	best	fitness	is	100000
Generation	29	best	fitness	is	100000
Generation	50	best	fitness	is	100000
Generation	47	best	fitness	is	100000
Generation	10	best	fitness	is	100000
Generation	33	best	fitness	is	100000
Generation	51	best	fitness	is	100000
Generation	47	best	fitness	is	100000
Generation	39	best	fitness	is	100000
Generation	30	best	fitness	is	100000
Generation	42	best	fitness	is	100000
Generation	110	best	fitness	is	100000
Generation	54	best	fitness	is	100000
Generation	40	best	fitness	is	100000
Generation	33	best	fitness	is	100000
Generation	14	best	fitness	is	100000
Generation	18	best	fitness	is	100000
Generation	68	best	fitness	is	100000
Generation	16	best	fitness	is	100000
Generation	15	best	fitness	is	100000
Generation	9	best	fitness	is	100000
Generation	30	best	fitness	is	100000
Generation	9	best	fitness	is	100000
Generation	41	best	fitness	is	100000
Generation	45	best	fitness	is	100000
Generation	34	best	fitness	is	100000
Generation	45	best	fitness	is	100000
Generation	19	best	fitness	is	100000
Generation	100	best	fitness	is	100000
Generation	29	best	fitness	is	100000
Generation	53	best	fitness	is	100000
Generation	16	best	fitness	is	100000
Generation	39	best	fitness	is	100000
Generation	53	best	fitness	is	100000
Generation	30	best	fitness	is	100000
Generation	3	best	fitness	is	100000
Generation	11	best	fitness	is	100000
Generation	29	best	fitness	is	100000
Generation	21	best	fitness	is	100000
Generation	22	best	fitness	is	100000
Generation	24	best	fitness	is	100000
Generation	37	best	fitness	is	100000
Generation	20	best	fitness	is	100000
Generation	49	best	fitness	is	100000
Generation	14	best	fitness	is	100000
Generation	16	best	fitness	is	100000
Generation	21	best	fitness	is	100000
Generation	59	best	fitness	is	100000
Generation	39	best	fitness	is	100000
Generation	9	best	fitness	is	100000
Generation	27	best	fitness	is	100000
Generation	56	best	fitness	is	100000
Generation	52	best	fitness	is	100000
Generation	33	best	fitness	is	100000
Generation	60	best	fitness	is	100000
Generation	5	best	fitness	is	100000
Generation	12	best	fitness	is	100000
Generation	48	best	fitness	is	100000
Generation	12	best	fitness	is	100000
Generation	53	best	fitness	is	100000
Generation	18	best	fitness	is	100000
Generation	25	best	fitness	is	100000
Generation	34	best	fitness	is	100000
Generation	57	best	fitness	is	100000
Generation	15	best	fitness	is	100000
Generation	54	best	fitness	is	100000
Generation	60	best	fitness	is	100000
Generation	19	best	fitness	is	100000
Generation	24	best	fitness	is	100000
Generation	12	best	fitness	is	100000
Generation	65	best	fitness	is	100000
Generation	16	best	fitness	is	100000
Generation	17	best	fitness	is	100000
Generation	60	best	fitness	is	100000
Generation	60	best	fitness	is	100000
Generation	41	best	fitness	is	100000
Generation	52	best	fitness	is	100000
Generation	54	best	fitness	is	100000
Generation	75	best	fitness	is	100000
Generation	22	best	fitness	is	100000
Generation	21	best	fitness	is	100000
Generation	61	best	fitness	is	100000
Generation	13	best	fitness	is	100000
Generation	15	best	fitness	is	100000
Generation	29	best	fitness	is	100000
Generation	9	best	fitness	is	100000
Generation	111	best	fitness	is	100000
Generation	21	best	fitness	is	100000
Generation	33	best	fitness	is	100000
Generation	68	best	fitness	is	100000
Generation	66	best	fitness	is	100000
Generation	14	best	fitness	is	100000
Generation	47	best	fitness	is	100000
Generation	19	best	fitness	is	100000
Generation	66	best	fitness	is	100000
	36.5408163265				
